movie_id,avg_user_rating,rating_count,rating_std,positive_ratio,catalog_score,catalog_voted_by,bayesian_score_norm,popularity_rank,language_encoded,n_genres,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_foreign,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_tv_movie,genre_thriller,genre_war,genre_western
10676,1.9705149,1204,1.2061936,0.11129568,5.0,232,0.37835887,3538,17,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
10677,2.9660852,516,1.2133435,0.2848837,6.0,154,0.51137286,4549,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10678,2.751339,1307,1.0431345,0.17214996,5.4,191,0.4348422,4022,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10679,3.115336,789,1.0485698,0.28136882,5.6,563,0.45541957,1863,17,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10680,2.5149689,2405,1.1773964,0.16798337,5.3,99,0.43407705,5856,17,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10681,4.008884,24538,0.88802916,0.70824844,7.8,6439,0.8219804,49,17,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10683,3.8339365,4974,1.0486585,0.66646564,7.4,197,0.6955235,3940,17,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10684,3.5312934,8644,0.864741,0.49224895,6.2,240,0.5409953,3478,17,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
10685,2.5092807,862,0.98770034,0.14037123,5.0,112,0.39822605,5437,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10686,3.6306307,222,0.9891568,0.5405405,6.9,18,0.5323848,14174,35,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10687,3.5304835,1427,0.84872794,0.47302032,6.7,155,0.597418,4533,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10688,3.4077632,1301,1.0877812,0.48578018,6.0,35,0.5008527,10194,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10690,2.6190476,147,1.0090295,0.14965986,5.6,38,0.4748532,9765,17,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10691,3.1305368,1490,0.9746314,0.29194632,6.6,98,0.5719407,5888,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10692,3.402411,1742,1.096757,0.47646382,6.8,142,0.60674983,4781,17,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10693,3.5469964,8756,0.96630716,0.49177706,7.0,1380,0.6811323,819,17,5,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
10694,2.89372,207,0.80955,0.1594203,5.6,89,0.46691915,6217,17,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10696,1.1410959,730,0.8746562,0.020547945,3.4,38,0.3286526,9765,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10697,3.5806847,409,0.9831557,0.5403423,6.6,48,0.54879916,8690,24,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10699,3.0578153,1721,0.95131254,0.29517722,6.3,100,0.5405571,5824,17,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
10703,3.1981132,53,0.9433962,0.2264151,6.0,46,0.5028254,8862,84,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10704,2.2,5,0.678233,0.0,3.7,8,0.44667825,19673,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10705,4.092333,4917,0.8916923,0.7667277,7.4,73,0.63761187,6947,17,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
10706,2.0873015,63,1.013949,0.031746034,4.8,54,0.40674162,8145,17,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10707,3.6871579,2375,0.85386014,0.5456842,6.9,229,0.6349317,3575,17,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10708,2.6949275,1380,1.1368544,0.1731884,5.6,526,0.45564666,1969,17,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10710,2.336248,629,1.018223,0.07790143,4.8,144,0.3665651,4737,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10711,3.254386,114,0.93246895,0.28947368,6.6,95,0.570976,5986,17,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10712,3.7046745,2289,0.8829139,0.55657494,6.9,145,0.6195225,4718,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10714,3.3663902,9045,0.993527,0.4106136,5.9,107,0.49808574,5599,17,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10715,2.705151,563,1.09338,0.1793961,5.6,302,0.45801553,2991,17,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10718,2.0571032,359,1.1766998,0.09192201,4.7,121,0.3616075,5228,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10719,3.361028,7023,1.0497291,0.4002563,6.4,1007,0.5821208,1116,17,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10720,3.1760354,2028,1.018966,0.31410256,6.1,202,0.52602994,3874,17,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10722,3.4315069,365,1.2306448,0.50136983,6.9,106,0.60703504,5633,19,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10723,3.0679245,1855,1.0407963,0.28948787,5.4,164,0.43689325,4379,17,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10724,2.9434655,681,0.80433244,0.15271659,5.5,141,0.45103648,4805,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10725,3.057047,298,0.8737987,0.24832214,6.0,57,0.504424,7944,17,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10726,2.021212,165,1.2064869,0.1030303,4.6,81,0.3696357,6560,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10727,2.4065096,722,1.0853082,0.11218837,4.9,161,0.37508136,4429,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10728,3.7735562,329,1.069585,0.59574467,7.8,66,0.6667434,7351,15,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
10729,3.5760274,730,0.7508265,0.4520548,6.3,75,0.5349571,6841,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10730,2.8137286,3307,1.0478075,0.21530087,5.9,179,0.4994875,4157,17,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10731,3.4652607,16811,0.82502615,0.4397716,6.4,287,0.57085055,3090,17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
10733,2.9471624,511,0.9332658,0.17221135,5.8,108,0.4871431,5570,17,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10734,3.7815096,2888,0.66914916,0.57202214,7.3,581,0.7171126,1812,17,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10735,3.1463506,1329,1.0838734,0.30398795,5.8,377,0.48628724,2529,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10739,3.111693,573,0.90504855,0.2268761,6.2,151,0.5356492,4609,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10740,2.9774776,555,1.012061,0.22882883,5.9,182,0.49952772,4122,17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
10741,3.390625,512,0.86475587,0.36132812,6.4,120,0.555283,5245,17,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10742,2.9726276,274,0.7737592,0.13138686,5.6,57,0.47108197,7944,17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
10743,3.4483507,1152,0.7934065,0.3689236,6.4,127,0.55649686,5110,17,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10744,3.4726381,1736,0.77917534,0.40207374,6.7,90,0.57952815,6171,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10747,3.930548,3650,0.83725643,0.68273973,7.4,303,0.71357507,2980,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10748,3.1205356,224,1.1431972,0.33035713,5.6,148,0.46261808,4653,17,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10749,3.75,2,0.25,0.5,6.0,1,0.49018234,28442,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10750,3.003881,773,0.9106161,0.23544632,6.2,94,0.528958,6012,17,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10751,3.4166667,48,0.9147708,0.39583334,6.9,37,0.560087,9903,14,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10753,3.5192308,156,1.0030156,0.4551282,6.9,93,0.6014486,6045,11,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10754,4.0188355,584,0.9181324,0.7328767,7.6,58,0.6391022,7859,57,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10756,2.4077182,894,1.0584891,0.09060403,5.1,481,0.38041455,2110,17,5,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
10757,3.5495496,111,1.177788,0.4774775,7.6,103,0.68132335,5724,27,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10758,3.566022,1189,0.8832462,0.4684609,6.6,132,0.5807563,5008,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10759,2.0841584,101,1.1411937,0.06930693,4.9,45,0.42192376,8980,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10760,3.2438016,363,1.1228573,0.3443526,6.0,242,0.51380235,3458,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10761,3.1165414,798,1.0597215,0.28822055,6.0,410,0.5159088,2360,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10762,2.8503504,999,1.0782114,0.2062062,5.3,217,0.41990915,3698,17,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10763,2.269336,1461,1.0548822,0.112251885,4.6,70,0.37709194,7123,17,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10764,3.3262825,6335,0.9207829,0.34490922,6.1,3015,0.5357449,293,17,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10765,3.0955744,4248,0.883077,0.27565914,6.0,103,0.50875676,5724,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10766,2.9041812,1435,1.05793,0.25853658,6.1,170,0.52454644,4282,17,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10768,2.6619835,605,1.0124234,0.15867768,5.5,132,0.45179847,5008,17,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10770,3.090909,11,0.9958592,0.27272728,5.9,69,0.49671012,7187,33,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10771,2.5621846,2179,1.0169116,0.1248279,5.3,494,0.4104067,2069,17,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10772,3.530303,264,0.9479994,0.4810606,7.1,156,0.6468423,4508,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10773,3.51004,498,0.845434,0.42771083,6.4,62,0.5398226,7589,17,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10774,4.0098968,6113,0.827721,0.71356124,7.8,391,0.7810581,2451,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10775,3.9739647,2439,0.79798245,0.70520705,7.7,490,0.77384615,2083,11,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
10776,3.2821689,9932,1.0511712,0.39730164,6.7,389,0.61883795,2460,17,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10778,3.764163,4713,0.82369137,0.5991937,7.4,366,0.7200376,2592,17,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10779,3.3622189,7022,0.94794345,0.40586728,6.7,413,0.619834,2348,17,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10780,3.273998,1073,0.94585204,0.31500465,6.7,240,0.60907614,3478,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10781,2.6012084,662,1.2398951,0.18429004,5.9,412,0.5010863,2353,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10782,3.1893287,1162,0.93315655,0.28313252,6.2,290,0.5428026,3062,17,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
10783,2.3011472,523,0.9795415,0.089866154,4.9,53,0.4155781,8226,17,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10784,3.8636491,3590,1.0000008,0.6454039,7.4,210,0.6985028,3774,17,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
10785,3.6630244,1144,1.013392,0.55944055,6.9,142,0.618734,4781,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10786,3.2289326,356,0.91736066,0.3483146,6.6,51,0.55078095,8393,17,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10787,3.5607078,1639,0.9247824,0.5082367,7.3,151,0.66982216,4609,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10788,1.7586207,29,1.2149974,0.03448276,4.3,15,0.4373083,15392,27,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10790,2.7342658,143,1.1293977,0.18181819,5.4,64,0.45233324,7460,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10792,3.4166667,6,0.44876373,0.16666667,6.5,11,0.5077251,17464,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10794,3.7709467,919,0.8970598,0.59303594,7.3,160,0.6727147,4446,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10795,3.8155286,908,0.75080794,0.6068282,7.4,350,0.71858495,2682,24,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
10796,2.9466863,3048,1.035791,0.23654856,5.7,445,0.4712379,2222,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10797,3.2777777,63,1.0975361,0.3968254,6.8,24,0.53759795,12336,14,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10798,3.3461537,13,0.81770355,0.3846154,6.4,44,0.5314842,9099,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10799,3.0333333,45,0.82596743,0.17777778,5.5,57,0.46274647,7944,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10800,3.1747572,103,0.97220784,0.3106796,6.5,131,0.5688462,5030,24,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10802,2.245993,8797,1.2080247,0.13277254,4.9,261,0.3619574,3289,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10803,3.4276073,5705,0.9245035,0.44329536,6.6,272,0.59797394,3211,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10804,2.3760262,609,0.9172583,0.062397372,5.3,88,0.43655682,6263,17,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10805,2.2052846,492,1.0770766,0.08739837,4.7,93,0.3731114,6045,17,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
10806,3.1673133,5155,0.98691165,0.3516974,6.3,181,0.55068755,4128,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10808,2.4282084,2361,1.1090635,0.13553579,4.9,422,0.35229316,2315,17,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
10809,3.25,2,0.25,0.0,4.3,6,0.465832,21570,19,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10810,3.0555556,18,1.2680792,0.2777778,6.1,14,0.49868912,15873,19,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10817,3.409091,11,0.7012386,0.27272728,6.2,6,0.49558333,21570,17,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10818,3.4816513,109,0.859183,0.3853211,6.0,54,0.50401884,8145,24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10819,3.75,2,0.25,0.5,6.6,7,0.5036591,20547,57,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10821,2.4,5,1.1575837,0.2,7.5,2,0.49900863,26845,17,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
10822,2.8920455,88,1.0402384,0.19318181,5.7,60,0.4791496,7723,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10823,2.6345134,2825,1.1124214,0.19150442,5.6,243,0.45922416,3443,17,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
10824,2.5753944,1585,1.1152061,0.17350158,5.0,64,0.41702715,7460,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10829,2.420157,382,1.1512738,0.12041885,5.4,149,0.4382628,4635,17,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10830,3.4321406,6624,0.9836946,0.4316123,6.9,892,0.6610211,1256,17,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10831,3.6144445,450,1.0321026,0.5511111,6.9,44,0.56771684,9099,17,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10832,3.229798,198,0.9025614,0.28787878,6.1,147,0.52319545,4672,24,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10833,3.0190074,1894,0.95843273,0.25765577,5.8,256,0.48649132,3327,17,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10834,3.8111112,45,0.88999933,0.62222224,7.1,11,0.52371925,17464,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10835,4.044393,3041,0.9212688,0.7375863,7.6,179,0.71637756,4157,11,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10836,3.0876777,211,1.0085604,0.26540285,6.4,79,0.54570043,6650,17,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
10837,3.3825502,149,0.95781714,0.3691275,6.7,201,0.6046735,3890,17,5,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10839,3.7139769,694,0.8359488,0.56051874,6.6,89,0.5689292,6217,17,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
10840,3.3333333,3,0.23570226,0.0,7.3,28,0.57031125,11444,35,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10841,1.25,2,0.75,0.0,6.8,4,0.5002035,23892,17,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10842,3.425926,54,1.0775805,0.4814815,7.1,47,0.5857214,8784,35,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
10843,3.8436944,1689,0.8048974,0.62107754,7.4,251,0.7062622,3374,17,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10844,2.6666667,9,1.2247449,0.33333334,5.9,18,0.49272993,14174,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10845,2.6973684,114,1.1231582,0.20175439,4.9,70,0.40470687,7123,17,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10846,3.6114864,148,0.98608726,0.5,6.9,110,0.60858107,5503,33,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10847,3.2566996,1418,0.9304295,0.34696755,6.5,143,0.5709643,4759,17,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10849,3.6822321,4283,0.90572643,0.5834695,7.3,206,0.6844305,3837,17,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10851,3.4249394,826,1.0706553,0.43341404,6.3,415,0.56050456,2341,17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
10852,3.4285715,7,0.56242913,0.2857143,6.8,14,0.52146196,15873,11,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
10854,2.945946,37,1.0383445,0.16216215,4.8,60,0.40217254,7723,17,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10855,2.8026316,38,1.1034603,0.18421052,5.8,50,0.4878812,8489,11,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10856,3.5625,392,0.9737875,0.4744898,6.7,48,0.55640894,8690,19,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
10857,3.68,100,0.9811218,0.6,7.4,71,0.63577247,7048,17,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10858,3.4308066,6807,0.95081866,0.45276922,7.1,72,0.6087289,7001,17,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10859,3.1252353,1062,0.8169829,0.24952918,6.3,116,0.54330146,5333,17,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10860,3.5339894,3810,1.045406,0.5055118,7.1,146,0.64394283,4693,17,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10861,2.7315574,976,1.0674814,0.18954918,5.3,104,0.43306056,5689,17,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10862,2.9493988,1996,0.984191,0.26002005,5.5,120,0.4529336,5245,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10863,3.681265,411,0.776394,0.540146,6.4,49,0.5340792,8576,17,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
10865,3.2684906,3637,0.96381736,0.34313995,6.7,1257,0.63175845,901,17,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10866,3.1921413,1387,0.93846136,0.31723145,6.3,328,0.558241,2815,17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
10867,3.6417432,1090,0.8943506,0.5266055,6.9,301,0.6424162,2995,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10868,3.7261376,1802,0.7190136,0.563818,6.8,130,0.60366154,5051,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10869,2.7515225,1642,0.99454087,0.17600487,5.9,77,0.4970636,6741,17,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
10870,1.8125,8,1.1973277,0.125,3.8,81,0.29111907,6560,24,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10871,3.1181817,660,0.98610175,0.32272726,5.8,52,0.48784292,8309,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10872,3.4518344,4879,0.888274,0.4476327,6.7,99,0.5828832,5856,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10873,3.4260175,2629,0.9619739,0.45492584,6.6,149,0.5840834,4635,17,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10874,3.1958544,8057,1.0885997,0.352985,6.5,93,0.5599327,6045,17,5,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10875,3.320711,1941,0.8655367,0.39052036,6.5,79,0.5554114,6650,17,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
10876,3.530687,2998,0.96090645,0.5023349,6.8,129,0.6033864,5072,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10877,2.6496599,882,1.0678484,0.17913832,5.3,111,0.43173787,5467,17,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10878,2.8355262,2432,1.0454732,0.21463816,5.4,155,0.43769193,4533,17,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10879,2.7305567,2173,0.9581657,0.16797055,5.3,41,0.45329738,9397,17,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10880,2.4166667,12,1.2219065,0.25,4.1,4,0.47112325,23892,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10881,3.445508,679,0.9791522,0.41531664,6.8,93,0.5910696,6045,57,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10882,3.5675464,7691,0.9709511,0.49096346,6.8,1332,0.648362,852,17,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
10884,3.586207,29,0.98321223,0.4827586,6.3,3,0.4935964,25349,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10885,2.6526315,190,1.1334013,0.18421052,5.3,184,0.4224854,4101,17,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
10886,3.4636364,55,0.9088181,0.4181818,7.1,49,0.5879539,8576,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10889,3.2664473,152,0.9387803,0.33552632,7.2,35,0.5766469,10194,17,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10890,3.6478567,9401,0.91067255,0.5461121,6.5,253,0.5827878,3363,17,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
